S.No.,HSCode,Commodity,2020-2021,%Share,2021-2022,%Share,%Growth
4538,48205000,ALBUMS FOR SAMPLS OR FOR COLLECTIONS,0.09,0,0.08,0,-17.74
4539,48209010,BLOTTING PAPERS CUT TO SIZE,0.02,0,0.01,0,-59.9
4540,48209090,OTHERS,0.7,0.0002,0.92,0.0002,31.74
4541,48211010,PAPER TAG,18.03,0.0046,25.45,0.0042,41.16
4542,48211020,LABELS,13.75,0.0035,15.69,0.0026,14.11
4543,48211090,OTHR PRNTD PAPER OR PAPERBOARD,19.91,0.005,24.19,0.0039,21.47
4544,48219010,LABELS,7.01,0.0018,6.36,0.001,-9.29
4545,48219090,OTHERS,19.44,0.0049,23.67,0.0039,21.76
4546,48221000,BOBINS SPOOLS USD FORWINDNG TEXTL YARN,0.09,0,0.08,0,-12.24
4547,48229010,PAPER TUBE OF ALL KINDS,0.75,0.0002,0.73,0.0001,-1.73
4548,48229090,OTHERS,0.73,0.0002,1.21,0.0002,65.72
4549,48232000,FILTER PAPER AND PAPERBOARD,28.46,0.0072,37.58,0.0061,32.06
4550,48234000,"PRNTD ROLS,SHTSANDDIALS FR SLFRCRDNG APRTS",1.5,0.0004,1.43,0.0002,-4.88
4551,48236100,OF BAMBOO,0.01,0,0.01,0,41.18
4552,48236900,OTHER,3.17,0.0008,4.86,0.0008,53.53
4553,48237010,PAPR PULP MOULDED TRAYS,1.82,0.0005,3.85,0.0006,112.29
4554,48237020,WOOD PULP BOARD,1.51,0.0004,1.72,0.0003,14
4555,48237030,ARTICLES OF PAPR MACHE OTHER THAN ARTWARE AND MOULDED/PRESSED OF WOOD PULP,0.06,0,0.01,0,-82.41
4556,48237090,OTHERS,2.52,0.0006,3.42,0.0006,36.02
4557,48239011,BRAILLE PAPER,0.03,0,0.17,0,504.56
4558,48239012,CELLULOSE IN SOLE BOARD/SHEET,3.78,0.001,6.9,0.0011,82.21
4559,48239013,PACKING AND WRAPPING PAPER,3.46,0.0009,3.37,0.0005,-2.69
4560,48239014,PAPER FOR CIGARETTE FILTER TIPS,1.3,0.0003,2.45,0.0004,88.31
4561,48239015,PAPER CONE FOR LOUD SPEAKER,1.81,0.0005,1.59,0.0003,-12.35
4562,48239016,PATTERNS OF PAPR FOR LEATHER FOOTWEAR/ GARMENTS/GOODS,0.12,0,0.73,0.0001,533.39
4563,48239017,PATTERNS OF PAPR FOR ARTICLES OF APPAREL/ CLOTHING ACCESSORIES,0.95,0.0002,0.95,0.0002,0.44
4564,48239018,"PRODUCT CONSISTINGS OF SHEETS OF PAPER/ RBORD, IMPREGNGTED,COTED OR COVERED WITH PLASTICS.",0.86,0.0002,1.05,0.0002,22.44
4565,48239019,DECORATIVE LAMINATES,0.73,0.0002,0.92,0.0001,25.4
4566,48239021,PRE-PUNCHED CARDS,0.02,0,,,
4567,48239022,"MONOTYPE AND NEWSTAPE PAPR IN STRIPS, WIDTH<15CM",,,0,0,
4568,48239030,PLAIN OR EMBOSSED SEALS MADE OF PAPER LAMINATED PAPR OR PAPR GASKETS.,0.93,0.0002,1.16,0.0002,24.35
4569,48239090,OTHERS,22.76,0.0058,28.18,0.0046,23.82
4570,49011010,PRINTED BOOKS,56.17,0.0142,74.88,0.0122,33.31
4571,49011020,PAMPHLETS BOOKLETS BROCHURES LEAFLETS,2.25,0.0006,2.25,0.0004,-0.27
4572,49019100,DICTIONARIES AND ENCYCLOPAEDIAS AND SERIAL INSTALMENTS THEREOF,0.02,0,0.14,0,508.7
4573,49019900,OTHR PRINTD BOOKS ETC OF HD NO. 4901,15.21,0.0039,15.3,0.0025,0.64
4574,49021010,NEWSPAPER,0.06,0,0.14,0,121.68
4575,49021020,JOURNALS AND PERIODICALS,0.45,0.0001,0.12,0,-72.92
4576,49029010,NEWSPAPER,0,0,0.01,0,100
4577,49029020,JOURNALS AND PERIODICALS,2.04,0.0005,2.95,0.0005,44.38
4578,49030010,CHILDRENS PICTURE BOOKS,1.18,0.0003,2.77,0.0005,134.32
4579,49030020,CHILDRENS DRAWING OR COLORNG BOOKS,0.52,0.0001,0.56,0.0001,8.38
4580,49040000,"MUSIC,PRINTD OR MANSCRPT W/N BOUND/ILUSTRD",0.13,0,0.18,0,30.91
4581,49051000,*GLOBES,0,0,0.01,0,190.91
4582,49059100,*OTHR MAPS ETC IN BOOK FORM,0.02,0,0,0,-95.15
4583,49059910,"*GEOGRAPHICAL,HYDROLOGICAL,ASTRONOMICAL MAPS OR CHARTS.",1.09,0.0003,8.5,0.0014,677.43
4584,49059990,*OTHER MAPS OR CHARTS,0.12,0,0.32,0.0001,153.56
4585,49060000,"PLNSANDDRWINGS FR ARCHITRL,ENGNRNG,INDSTRL, COMMRCL,TPGRPHICL,ANDSMLR PRPS;HND-WRITN TXTS;PHTO RPRDCTNS ON SNSTSD PPR",2.38,0.0006,1.96,0.0003,-17.87
4586,49070010,UNUSD PSTGE REV OF SMLR STMPS OF CURNY/ NEWISSU HAVING FACE VALVE,1.13,0.0003,0.06,0,-94.77
4587,49070030,DOCUMENTS OF TITLE CONVEYING THE RIGHT TO USE INFORMATION TECHNOLOGY SOFTWARE,36.93,0.0094,34.53,0.0056,-6.5
4588,49070090,OTHER TITL DOCUMT,6.59,0.0017,0.02,0,-99.66
4589,49081000,TRANSFERS(DECALCOMANIAS) VITRIFIABLE,2.16,0.0005,2.96,0.0005,37.02
4590,49089000,OTHER TRANSFERS,7.91,0.002,12.73,0.0021,60.97
4591,49090010,GREETINGS CARDS,0.02,0,0.03,0,21.72
4592,49090090,OTHERS,0.93,0.0002,1.85,0.0003,98.45
4593,49100010,ADVERTISING CALNDAR,0.09,0,0.13,0,45.84
4594,49100090,OTHER PRINTED CALNDAR,0.56,0.0001,0.46,0.0001,-17.64
4595,49111010,"POSTERS, PRINTED",0.81,0.0002,1.6,0.0003,97.62
4596,49111020,TRDE ADVRTSG MATERLS COMRCL CATALGE AND LIKE,2.31,0.0006,3.02,0.0005,30.49
4597,49111030,PRINTED INLAY CARDS ETC.,0.12,0,0.13,0,14.85
4598,49111090,OTHR ADVRTSG MATTER PRINTED,7.06,0.0018,10.38,0.0017,47.09
4599,49119100,PICTURES DESIGNS AND PHOTOGRAPHS,0.93,0.0002,1.48,0.0002,59.55
4600,49119910,HARDCOPY(PRINTED)OF COMPUTER SOFTWARE,3.64,0.0009,1.98,0.0003,-45.63
4601,49119920,PLAN/DRAWING FOR ENGG/INDUSTRY/COMMERCL/ SIMILAR PURPOSE PRODUCED BY COMPUTER/ SIMILAR DEVICE.,65.73,0.0167,89.3,0.0146,35.87
4602,49119990,OTHERS,23.5,0.006,19.36,0.0032,-17.62
4603,50020010,MULBERRY RAW SILK,64.99,0.0165,90.1,0.0147,38.63
4604,50020020,MULBERRY DUPION SILK,0.98,0.0002,0.8,0.0001,-18.95
4605,50020030,NON-MULBERRY SILK,11.27,0.0029,18.85,0.0031,67.19
4606,50030010,MULBURY SILK WASTE,0.3,0.0001,0.24,0,-18.28
4607,50030090,SILK WASTE N.E.S.,0.09,0,0.56,0.0001,504.54
4608,50040010,MULBERRY DUPION SILK YARN,0.13,0,0.08,0,-41.22
4609,50040090,OTHR YARN,5.73,0.0015,7.01,0.0011,22.3
4610,50050011,YRN SPN FRM SLK WST OTHR THN NOIL SLK CONTNG >=85% BY WT OF SLK WST.,2.28,0.0006,4.03,0.0007,77.05
4611,50050012,YRN SPN FRM NOIL SLK CONTNG >=85% BY WT OF SLK WST.,,,0.01,0,
4612,50050021,YRN SPN FRM SLK WST OTHR THN NOIL SLK CONTNG <85% BY WT OF SLK,,,,,
4613,50050022,YRN SPN FRM NOIL SLK CONTNG <85% BY WT OF SILK,0.09,0,0.22,0,138.36
4614,50060011,SLK EMBROIDERY THREAD,,,0,0,
4615,50060019,OTHER SLK YRN,,,,,
4616,50060021,SLK EMBROIDERY THREAD CONTNG>=85% BY WT OF SLK,0.01,0,0,0,-95
4617,50060031,SPUN FRM SLK WST OTHR THAN NOIL SLK CONTN <85% BY WT OF SLK,0.01,0,,,
4618,50060033,SLK EMBROIDERY THREAD CONTNG <85% BY WT OF SLK,0.01,0,,,
4619,50060090,OTHERS,0.11,0,0.55,0.0001,383.95
4620,50071000,WOVEN FABRICS OF NOIL SILK,0.03,0,0.02,0,-46.34
4621,50072010,"SAREES CONTNG >=85% BY WT OF SLK/SLK WST, OTHER THAN NOIL SLK.",0.02,0,0.02,0,4.65
4622,50072090,ITEMS OTHR THN SAREES CONTNG >85% BY WT OF SLK ETC.,12.27,0.0031,23.72,0.0039,93.38
4623,50079010,OTHER WOVEN FABRICS OF HANDLOOM,,,0,0,
4624,50079090,OTHER FABRICS,0.94,0.0002,1.76,0.0003,87.84
4625,51011100,"SHORN WOOL,GREASY,INCL FLEECE-WASHED",10.69,0.0027,27.26,0.0044,154.97
4626,51011900,"OTHER WOOL,GREASY,INCL FLEECE-WASHED",69.73,0.0177,122.98,0.0201,76.37
4627,51012100,DEGRESD SHORN WOOL NT CRBNSD NR CRDED/CMBD,7.24,0.0018,12.45,0.002,71.96
4628,51012900,OTHR DEGRESD WOOL NT CRBNSD NOR CRDED/CMBD,45.97,0.0117,59.78,0.0098,30.03
4629,51013000,CARBONISED WOOL NOT CARDED/COMBED,0.5,0.0001,0.27,0,-45.99
4630,51021190,OTHERS,1.23,0.0003,1.46,0.0002,19.13
4631,51021990,OTHERS,1.73,0.0004,2.41,0.0004,39.57
4632,51022010,GOAT HAIR (OTHER THAN ANGORA),0.02,0,0.03,0,11.56
4633,51022090,OTHER COARSE HAIR,0.01,0,0.01,0,-4.3
4634,51031010,NOILS OF WOOL,,,0.02,0,
4635,51032020,YARM WASTE,,,0.03,0,
4636,51032090,OTHERS,0.02,0,0.01,0,-34.76
4637,51040010,WOOL SHODDY,0.03,0,,,
4638,51051000,CARDED WOOL,0,0,0.03,0,"4,257.14"
4639,51052100,COMBED WOOL IN FRAGMENTS,,,0,0,
4640,51052910,WOOL TOPS,6.68,0.0017,14.44,0.0024,116.05
4641,51052990,OTHER COMBED WOOL(EXCLUDING FRAGMENTS),1.01,0.0003,1.08,0.0002,6.84
4642,51053100,"FINE ANML HAIR,CARDED/COMBED OF KASHMIRI GOATS.",0.05,0,0.39,0.0001,723.32
4643,51053900,OTHER FINE ANML HAIR,0.29,0.0001,0.93,0.0002,221.7
4644,51054000,COARSE ANIMAL HAIR CARDED OR COMBED,0.03,0,0.08,0,197.71
4645,51061090,OTHERS,0.73,0.0002,0.83,0.0001,13.89
4646,51062090,OTHERS,0.41,0.0001,0.05,0,-88.43
4647,51071010,WORSTED HOSIERY YARN,1.21,0.0003,2.02,0.0003,66.68
4648,51071020,WORSTED KNITTING YARN,,,0.01,0,
4649,51071030,WORSTED WEAVING YARN,0.01,0,0.06,0,570.97
4650,51071040,WOOLLEN CARPET YARN,0.31,0.0001,0.27,0,-11.9
4651,51071090,OTHER WOOLLEN YARN,1.52,0.0004,1.16,0.0002,-23.67
4652,51072010,WORSTED HOSIERY YARN,0.04,0,,,
4653,51072020,WORSTED KNITTING YARN,0.03,0,,,
4654,51072030,WORSTED WEARING YARN,0.02,0,0.01,0,-30.93
4655,51072040,WOOLLEN CARPET YARN,0,0,,,
4656,51072090,OTHER WOOLLEN YARN,0.33,0.0001,0.69,0.0001,109
4657,51081000,CARDED YARN OF FINE ANIMAL HAIR NOT PUT UP FOR RETAIL SALE,0.03,0,0.01,0,-83.39
4658,51082000,COMBED YARN OF FINE ANIMAL HAIR NOT PUT UP FOR RETAIL SALE,0.07,0,0.16,0,125.6
4659,51091010,HOSIERY WOOL,0,0,,,
4660,51091090,OTHERS,0.27,0.0001,0.02,0,-93.2
4661,51099000,OTHER YARN OF WOOL/OF FINE ANIMAL HAIR PUT UP FOR RETAIL SALE,0.5,0.0001,0.31,0,-38.38
4662,51100010,YRN OF COARSE ANML HAIR/OF HORS-HAIR PUT UP FR RETL SALE,,,0,0,
4663,51100020,YRN OF COARSE ANML HAIR/OF HORS-HAIR OTHERTHAN FOR RETAIL SALE,,,,,
4664,51111110,UNBLEACHED WOVN FBRCS,0,0,0.07,0,"2,419.23"
4665,51111120,BLEACHED WOVN FBRCS,,,0.01,0,
4666,51111130,DYED WOVN FBRCS,4.69,0.0012,9.89,0.0016,110.9
4667,51111140,PRINTED WOVN FBRCS,0,0,,,
4668,51111190,OTHERS,0.92,0.0002,3,0.0005,224.75
4669,51111910,UNBLEACHED WOVN FBRCS,0.01,0,0.03,0,262.79
4670,51111930,DYED WOVN FBRCS,0.12,0,0.01,0,-93.4
4671,51111990,OTHERS,0.1,0,0.45,0.0001,344.66
4672,51112010,"OTHER WOVEN FABRICS,UNBLEACHED",0,0,,,
4673,51112030,"OTHER WOVEN FABRICS,DYED",0.51,0.0001,0.66,0.0001,30.43
4674,51112090,"OTHER WOVEN FABRICS,OTHERS",0.01,0,0.1,0,"1,405.88"
4675,51113010,UNBLEACHED OTHR WOVEN FBRCS MIXED MAINLY/SOLELY WITH MANMADE STAPLE FIBRS,0.05,0,0.02,0,-60.8
4676,51113030,DYED OTHR WOVEN FBRCS MIXED MAINLY/SOLELY WITH MANMADE STAPLE FIBRS,0.27,0.0001,1.15,0.0002,333.75
4677,51113090,OTHERS OTHR WOVEN FBRCS MIXED MAINLY/ SOLELY WITH MANMADE STAPLE FIBRS,0.82,0.0002,3.39,0.0006,313
4678,51119010,UNBLEACHED OTHR WOVEN FABRICS OF CARDED WOOL ETC,,,0,0,
4679,51119030,DYED OTHER WOVEN FABRICS OF CARDED WOOL ETC,0.01,0,0.2,0,"1,310.49"
4680,51119090,OTHERS OTHR WOVEN FABRICS OF CARDED WOOL ETC.,0.11,0,0.18,0,62.65
4681,51121110,UNBLEACHED WOVN FBRCS CONTNG >=85% BY WT OF WOOL/FINE ANML HAIR OF A WT NT EXCDNG 200 G/M2,0.39,0.0001,1.23,0.0002,214.21
4682,51121120,BLEACHED WOVN FBRCS CONTNG>85% BY WT OF WOOL/FINE ANML HAIR OF A WT NT EXCDNG 200 G/M2,0,0,,,
4683,51121130,DYED WOVN FBRCS CONTNG>85% BY WT OF WOOL/FINE ANML HAIR OF A WT NT EXCDNG 200 G/M2,2.1,0.0005,3.21,0.0005,52.64
4684,51121140,PRINTED WOVN FBRCS CONTNG>=85% BY WT OF WOOL/FINE ANML HAIR OF A WT NT EXCDING 200 G/M2,0.01,0,0.01,0,-38.66
4685,51121190,OTHRS WOVN FBRCS CONTNG>85% BY WT OF WOOL/FINE ANML HAIR OF A WT NT EXCDING 200 G/M2,0.91,0.0002,2.01,0.0003,120.45
4686,51121910,UNBLEACHED WOVN FBRCS CONTNG>=85% BY WT OFCOMB WOOL/FINE ANML OF WT EXCDNG 200 G/M2,0,0,0.01,0,"4,066.67"
4687,51121920,BLEACHED WOVN FBRCS CONTNG>=85%BY WT OF COMB WOOL/FINE ANML OF WT EXCDING 200 G/M2,0.31,0.0001,0.37,0.0001,16.9
4688,51121930,DYED WOVN FBRCS CONTNG>=85% BY WT OF COMB WOOL/FINE ANML OF WT EXCDNG 200 G/M2,0.05,0,0.06,0,27.2
4689,51121990,OTHERS WOVN FBRCS CONTNG>=85% BY WT OF COMB WOOL/FINE ANML OF WT EXCDING 200 G/M2,0.25,0.0001,0.51,0.0001,102.56
4690,51122030,DYED WOVN FBRCS OF COMD WOOL MIXED MAINLY OR SOLELY WITH MANMADE FILAMENT,0.15,0,0.04,0,-75.61
4691,51122090,OTHER WOVN FBRCS OF COMD WOOL MIXED MAINLYOR SOLELY WITH MANMADE FILAMENT,0.47,0.0001,1.46,0.0002,208.43
4692,51123010,UNBLEACHED WOVN FBRCS MIXED WITH MANMADE STAPL FIBRS OF COMD WOOL AND FINE ANML HAIR,,,0,0,
4693,51123030,DYED WOVN FBRCS MIXED WITH MANMADE STAPL FIBRS OF COMD WOOL AND FINE ANML HAIR,0.22,0.0001,0.26,0,19.94
4694,51123090,OTHER WOVN FBRCS MIXD WITH MANMADE STAPL FIBRS OF COMD WOOL AND FINE ANML HAIR,0.95,0.0002,1.29,0.0002,34.93
4695,51129010,UNBLEACHED OTHR WOVN FBRCS OF COMD WOOL OR COMD FINE ANML HAIR,,,0.01,0,
4696,51129030,DYED OTHR WOVN FBRCS OF COMD WOOL OR COMD FINE ANML HAIR,0.02,0,0.17,0,735.96
4697,51129090,OTHER WOVN FBRCS OF COMD WOOL OR COMD FINEANML HAIR,0.32,0.0001,0.41,0.0001,26.1
4698,51130010,UNBLEACHED WOVN FBRCS OF COURSE ANML HAIR OR OF HORSE HAIR,0,0,,,
4699,51130030,DYED WOVN FBRCS OF COURSE ANML HAIR OR OF HORSE HAIR,0.04,0,0,0,-92.82
4700,51130090,OTHER WOVN FBRCS OF COURSE ANML HAIR OR OF HORSE HAIR,0,0,0.05,0,"1,207.32"
4701,52010011,BENGAL DESHI COTTON,,,,,
4702,52010015,INDIAN COTTON OF STAPLE LENGTH 28.5MM (1.4/32) AND ABOVE BUT BELOW 34.5MM,0.36,0.0001,,,
4703,52010019,INDIAN COTTON OF STAPLE LENGTH 34.5MM AND ABOVE (1.12/32) KGS,,,0,0,
4704,52010020,FOREIGN COTTON OF ALL STAPLE LENGTHS,362.1,0.0918,539.15,0.0879,48.89
4705,52021000,YARN WASTE (INCL THREAD WASTE),9.84,0.0025,9.37,0.0015,-4.83
4706,52029100,COTTON WASTE (GARNETTED STOCK),0.2,0.0001,0.04,0,-81.79
4707,52029900,OTHER COTTON WASTE,12.69,0.0032,10.36,0.0017,-18.32
4708,52030000,COTTON CARDED OR COMBED,0.69,0.0002,0.63,0.0001,-8.92
4709,52041110,"COTON THREAD, SEWING, CONTNG ANY SYNTHETICSTAPLE FIBRE",0.11,0,0.12,0,5.43
4710,52041120,"COTTON THREAD,DARNING",0.01,0,0.02,0,69.72
4711,52041130,EMBROIDERY COTTON THREAD,0.06,0,0.01,0,-86.22
4712,52041140,COTON SEWING THREAD NOT CNTNG ANY SYNTHETIC STAPLE FIBRE,0,0,0.01,0,415.38
4713,52041190,OTHERS,0.05,0,0.11,0,120.04
4714,52041900,SWNG THRD CONTNG LESS THN 85% BY WEIGHT OFCOTTON NOT PUT UP FOR RETAIL SALE,0.02,0,0.08,0,276.5
4715,52042020,"COTTON THREAD,DARNING",,,,,
4716,52042030,EMBROIDERY COTTON THREAD,0.01,0,0.02,0,75.41
4717,52042040,COTON SEWING THREAD NOT CNTNG ANY SYNTHETIC STAPLE FIBRE,,,,,
4718,52042090,OTHER COTTON SEWING THREAD,0.38,0.0001,0.4,0.0001,4.91
4719,52051110,GREY,0.11,0,0.14,0,23.1
4720,52051130,DYED,0,0,0.04,0,"4,942.86"
4721,52051190,OTHERS,0.57,0.0001,0.46,0.0001,-19.65
4722,52051210,GREY,0.62,0.0002,0.52,0.0001,-14.81
4723,52051230,DYED,,,0,0,
4724,52051290,OTHERS,1.13,0.0003,2.48,0.0004,118.51
4725,52051310,GREY,,,0.14,0,
4726,52051390,OTHERS,0,0,0.07,0,"1,575.00"
4727,52051430,DYED,0.01,0,,,
4728,52051490,OTHERS,0.01,0,0.33,0.0001,"2,432.56"
4729,52051510,GREY,,,,,
4730,52051590,OTHERS,,,,,
4731,52052110,GREY,0.1,0,,,
4732,52052130,DYED,0.02,0,0.04,0,117.13
4733,52052190,OTHERS,0.03,0,0.07,0,113.44
4734,52052210,GREY,0.13,0,0,0,-97.7
4735,52052220,BLEACHED,0,0,,,
4736,52052290,OTHERS,0.29,0.0001,0.08,0,-72.42
4737,52052310,GREY,1.19,0.0003,0.62,0.0001,-48.3
4738,52052320,BLEACHED,0,0,,,
4739,52052390,OTHERS,2.35,0.0006,1.4,0.0002,-40.56
4740,52052410,GREY2401,2.27,0.0006,4.76,0.0008,109.41
4741,52052490,OTHERS,0.22,0.0001,0.14,0,-34.73
4742,52052610,DYED,0.07,0,0.21,0,207.65
4743,52052690,OTHERS,0.01,0,0.13,0,"1,495.18"
4744,52052710,DYED,0.63,0.0002,0.86,0.0001,36.28
4745,52052790,OTHR,0,0,0.03,0,921.43
4746,52052810,DYED,,,0,0,
4747,52052890,OTHR,1.01,0.0003,0.42,0.0001,-58.23
4748,52053110,GREY,0.18,0,,,
4749,52053130,DYED,0,0,,,
4750,52053190,OTHERS,0.14,0,0.22,0,59.11
4751,52053210,GREY,0.01,0,0.07,0,711.63
4752,52053290,OTHERS,0.28,0.0001,0.27,0,-1.77
4753,52053320,DYED,0.21,0.0001,0.11,0,-46.36
4754,52053390,OTHERS,0.01,0,0,0,-50
4755,52053490,OTHERS,,,,,
4756,52054190,OTHERS,0.01,0,0.01,0,52.08
4757,52054210,GREY,0.3,0.0001,0.19,0,-37.85
4758,52054290,OTHERS,0.08,0,0.09,0,9.19
4759,52054310,GREY,,,0.01,0,
4760,52054320,BLEACHED,,,0,0,
4761,52054390,OTHERS,0,0,0.03,0,"13,900.00"
4762,52054410,GREY,0.05,0,,,
4763,52054490,OTHERS,0.05,0,0.1,0,95.29
4764,52054730,DYED,0,0,,,
4765,52054790,OTHR,0,0,0.01,0,223.81
4766,52054810,GREY,,,0.1,0,
4767,52054830,DYED,0.01,0,0.32,0.0001,"3,073.53"
4768,52054890,OTHR,0.16,0,0.26,0,63.57
4769,52061100,SNGL YRN OF UNCMBD FBRS MEASURNG 714.29 DCTX/MORE(NT EXCDNG 14 MTRC NO),0.02,0,0,0,-97.81
4770,52061200,SNGL YRN OF UNCMBD FBRS MEASURNG<714.29 BUT >=232.56 DCTX(>14 BUT <=43 MTRC NO),0.03,0,0.11,0,331.54
4771,52061300,SNGL YRN OF UNCMBD FBRS MEASURNG<232.56 BUT >=192.31 DCTX(<52 BUT >=43 MTRC NO),0,0,0.01,0,361.11
4772,52061400,SNGL YRN OF UNCMBD FBRS MEASURNG<192.31 BUT>125 DCTX(<80 BUT >=52 MTRC NO),0.13,0,,,
4773,52062200,SNGL YRN OF CMBD FBRS MEASURNG<714.29 BUT>=232.56 DCTX(>14 BUT<=43 MTRC NO),0.68,0.0002,0.92,0.0002,35.17
4774,52062300,SNGL YRN OF CMBD FBRS MEASURNG <232.56 BUT >= 192.31 DCTX(>43 BUT <=52 MTRC NO),0.14,0,0.15,0,9.75
4775,52062400,SNGL YRN OF CMBD FBRS MEASURNG <192.31 BUT>=125 DCTX (>52 BUT <=80 MTRC NO),2.14,0.0005,0.24,0,-88.56
4776,52062500,SNGL YRN OF CMBD FBRS MEASURNG LESS THN 125 DCTX(EXCDNG 80 MTRC NO),0.3,0.0001,2.23,0.0004,648.96
4777,52063100,MULTPL(FLDED)/CBLD YRN OF UNCMBD FBRS MEASURNG PER SNGL YRN 714.29 DCTX/MORE (NT EXCDNG 14 MTRC NO PER SNGL YRN),,,0,0,
4778,52063200,MULTLP(FLDED)/CBLD YRN OF UNCMBD FBRS MEASURING PER SNGL YRN <714.29 BUT>= 232.56 DCTX(>14 BUT <=43 MTRC NO),0.12,0,0.14,0,12.54
4779,52063300,MULTPL(FLDED)/CBLD YRN OF UNCMBD FBRS MEASURNG PER SNGL YRN <232.56 BUT >= 192.31 DCTX(>43 BUT <=52 MTRC NO),0.02,0,,,
4780,52064100,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS (NT EXCDNG 14 MTRC NO PER SNGL YRN) (NT EXCDNG 1J MTRC NO PER SNGL YRN),,,0,0,
4781,52064200,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS MEASURNG PER SNGL YRN<714.29 BUT>=232.56 DCTX (>14 BUT<=43 MTRC NO),0,0,0.01,0,21.28
4782,52064300,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS MEASURNG PER SNGL YRN <232.56 BUT>=192.31 DCTX (>43 BUT <=52 MTRC NO),0,0,0,0,-48.65
4783,52064500,MULTPL(FLDED)/CBLD YRN OF CMBD FBRS MEASURNG PER SNGL YRN LESS THN 125 DCTX (EXCDNG 80 MTRC NO PER SNGL YRN),0.02,0,0.03,0,17.19
4784,52071000,COTON YARN CONTNG COTON>=85% BY WT PUT UP FOR RETAIL SALE,0.02,0,0.02,0,6.82
4785,52079000,OTHER COTTON YARN PUT UP FOR RETAIL SALE,0.43,0.0001,0.22,0,-49.28
4786,52081110,DHOTI,0.02,0,0,0,-81.87
4787,52081120,SAREE,4.17,0.0011,8.94,0.0015,114.38
4788,52081130,SHIRTING FABRICS,0.06,0,0.05,0,-11.59
4789,52081190,OTHERS,0.62,0.0002,0.51,0.0001,-18.06
4790,52081210,DHOTI,0,0,0,0,-19.05
4791,52081230,SHIRTING FABRICS,0.05,0,0.02,0,-52.21
4792,52081250,"SHEETING ( TAKIA, LEOPARD FABRICS, OTHER FURNISHING FBRCS",,,0,0,
4793,52081290,OTHERS,0.22,0.0001,0.19,0,-14.03
4794,52081310,SHIRTING FABRICS,0.01,0,,,
4795,52081320,DOBBY FABRICS,0,0,0,0,-2.86
4796,52081390,OTHERS,0.38,0.0001,0.11,0,-72.21
4797,52081990,OTHERS COTN FABRICS CONTNG >=85% BY WT OF COTN,0.38,0.0001,0.24,0,-36.49
4798,52082120,SAREE,0,0,0,0,"1,050.00"
4799,52082140,SHIRTING FABRICS,0,0,0.17,0,"5,341.94"
4800,52082180,VOILS ( EXCLD LENO FABRICS ),0.01,0,,,
4801,52082190,OTHERS,0.53,0.0001,0.68,0.0001,29.92
4802,52082210,DHOTI,0,0,0.01,0,588.89
4803,52082220,SAREE,0,0,,,
4804,52082230,SHIRTING FABRICS,0.13,0,0.27,0,108.39
4805,52082240,CASEMENT,0.01,0,,,
4806,52082290,OTHERS,1.62,0.0004,1.52,0.0002,-6.33
4807,52082310,SHIRTINGS FBRCS,0.02,0,0,0,-75.26
4808,52082320,"PARMATTA FBRCS(INCLD ILESIA, POCKETNG, ITALIAN TWILL)",,,0.04,0,
4809,52082330,SHIRTING FABRICS,0.14,0,0.01,0,-96.45
4810,52082390,OTHERS,0.1,0,0.52,0.0001,428.94
4811,52082910,DHOTI AND SAREE ZARI BORDERED,,,0,0,
4812,52082920,"DEDSUTI,DOSUTI,CRETONNES AND OSAMBURG",,,0,0,
4813,52082990,OTHERS,1.3,0.0003,2.19,0.0004,68.23
4814,52083110,LUNGI,1.55,0.0004,1.72,0.0003,11.53
4815,52083120,*SAREE,0.02,0,,,
4816,52083129,OTHER,,,0.05,0,
4817,52083130,SHIRTING FBRCS,0.22,0.0001,0.02,0,-93.02
4818,52083180,VOILS ( EXCLD LEMO FABRICS ),0.01,0,,,
4819,52083190,OTHERS,1.74,0.0004,1.71,0.0003,-1.31
4820,52083210,LUNGI,0.02,0,0,0,-98.25
4821,52083230,SHIRTING FABRICS,2.65,0.0007,4.61,0.0008,74.16
4822,52083250,"BEDTICKING , DOMESTIC",,,,,
4823,52083280,FURNISHING FABRICS ( EXCLD PILE AND CHENILLE FABRICS ),0.27,0.0001,0.27,0,1.6
4824,52083290,OTHERS,4.81,0.0012,10.44,0.0017,116.98
4825,52083310,SHIRTING FABRICS,,,0.02,0,
4826,52083390,OTHERS,0.56,0.0001,0.88,0.0001,57.9
4827,52083910,ZARI BORDERED SAREE,,,0.01,0,
4828,52083990,OTHERS,1.25,0.0003,0.42,0.0001,-66.72
4829,52084110,BLEEDING MADRAS,,,0.05,0,
4830,52084121,SAREES OF HANDLOOM,5.09,0.0013,1.91,0.0003,-62.42
4831,52084129,OTHER SAREES,0.37,0.0001,0.12,0,-67.95
4832,52084130,SHIRTING FABRICS,0.26,0.0001,0.66,0.0001,159.3
4833,52084190,OTHERS,0.48,0.0001,0.87,0.0001,80.25
4834,52084210,BLEEDING MADRAS,0,0,0.02,0,"1,618.18"
4835,52084230,SHIRTING FABRICS,4.77,0.0012,6.1,0.001,27.71
4836,52084290,OTHERS,6.27,0.0016,8.98,0.0015,43.26
4837,52084310,BLEEDING MADRAS,0.01,0,,,
